dataset,detector,video_name,true_label,n_frames,n_correct_frames,n_wrong_frames,frame_accuracy,avg_prob_fake,std_prob_fake,video_pred_by_avg,video_correct_by_avg,video_pred_by_majority,video_correct_by_majority
frames_cropped_faces_5src,F3Net,darwish,real,20,20,0,1.0,0.441738,0.02995,real,1,real,1
frames_cropped_faces_5src,F3Net,deeps,real,20,18,2,0.9,0.45306,0.025713,real,1,real,1
frames_cropped_faces_5src,F3Net,denna,real,20,0,20,0.0,0.579809,0.028338,fake,0,fake,0
frames_cropped_faces_5src,F3Net,fathima,real,20,4,16,0.2,0.541818,0.053649,fake,0,fake,0
frames_cropped_faces_5src,F3Net,jelvin,real,20,16,4,0.8,0.457893,0.035973,real,1,real,1
frames_cropped_faces_5src,F3Net,jennifer,real,20,0,20,0.0,0.626424,0.026444,fake,0,fake,0
frames_cropped_faces_5src,F3Net,jissa,real,20,20,0,1.0,0.405421,0.020552,real,1,real,1
frames_cropped_faces_5src,F3Net,kevin,real,20,20,0,1.0,0.399603,0.023366,real,1,real,1
frames_cropped_faces_5src,F3Net,lena,real,20,20,0,1.0,0.389789,0.024381,real,1,real,1
frames_cropped_faces_5src,F3Net,liya,real,20,20,0,1.0,0.381194,0.020701,real,1,real,1
frames_cropped_faces_5src,F3Net,liyamom,real,20,20,0,1.0,0.436815,0.028071,real,1,real,1
frames_cropped_faces_5src,F3Net,malu,real,20,4,16,0.2,0.544227,0.054366,fake,0,fake,0
frames_cropped_faces_5src,F3Net,nevin,real,20,13,7,0.65,0.458295,0.048885,real,1,real,1
frames_cropped_faces_5src,F3Net,niranjan,real,20,15,5,0.75,0.474756,0.023513,real,1,real,1
frames_cropped_faces_5src,F3Net,praveen,real,20,16,4,0.8,0.467278,0.032086,real,1,real,1
frames_cropped_faces_5src,F3Net,pushpan,real,20,3,17,0.15,0.520576,0.025767,fake,0,fake,0
frames_cropped_faces_5src,F3Net,rahul,real,20,2,18,0.1,0.543344,0.056895,fake,0,fake,0
frames_cropped_faces_5src,F3Net,raju,real,20,20,0,1.0,0.410839,0.023744,real,1,real,1
frames_cropped_faces_5src,F3Net,rasee,real,20,9,11,0.45,0.489543,0.029843,fake,0,fake,0
frames_cropped_faces_5src,F3Net,roshan,real,20,20,0,1.0,0.433685,0.022708,real,1,real,1
frames_cropped_faces_5src,F3Net,sachin,real,20,20,0,1.0,0.395353,0.033105,real,1,real,1
frames_cropped_faces_5src,F3Net,salim,real,20,20,0,1.0,0.425997,0.022952,real,1,real,1
frames_cropped_faces_5src,F3Net,seethu,real,20,10,10,0.5,0.485116,0.022963,fake,0,fake,0
frames_cropped_faces_5src,F3Net,shanty,real,20,20,0,1.0,0.400028,0.027873,real,1,real,1
frames_cropped_faces_5src,F3Net,subu,real,20,20,0,1.0,0.383819,0.01497,real,1,real,1
frames_cropped_faces_5src,F3Net,teggy,real,20,5,15,0.25,0.562883,0.082264,fake,0,fake,0
frames_cropped_faces_5src,F3Net,thomas,real,20,20,0,1.0,0.331999,0.048137,real,1,real,1
frames_cropped_faces_5src,F3Net,umesh,real,20,16,4,0.8,0.477501,0.030952,real,1,real,1
frames_cropped_faces_5src,F3Net,yad,real,20,20,0,1.0,0.386495,0.02126,real,1,real,1
