dataset,detector,video_name,true_label,n_frames,n_correct_frames,n_wrong_frames,frame_accuracy,avg_prob_fake,std_prob_fake,video_pred_by_avg,video_correct_by_avg,video_pred_by_majority,video_correct_by_majority
frames_cropped_faces_5src,FFD+F3Net (Ensemble),5_8,fake,20,17,3,0.85,0.500239,1e-06,fake,1,fake,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),5_9,fake,20,20,0,1.0,0.50024,0.0,fake,1,fake,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),Ali,real,20,8,12,0.4,0.500238,0.0,real,1,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),Elizebeth,real,20,0,20,0.0,0.50024,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),Ganesh,real,20,20,0,1.0,0.500237,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),aji,real,20,18,2,0.9,0.500238,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),akbar,real,20,0,20,0.0,0.500243,1e-06,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),akhil,real,20,20,0,1.0,0.500238,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),akshay,real,20,0,20,0.0,0.50024,1e-06,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),alib,real,20,0,20,0.0,0.500239,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),ameen,real,20,0,20,0.0,0.500239,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),ammu,real,20,20,0,1.0,0.500235,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),anandu,real,20,14,6,0.7,0.500238,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),anish,real,20,3,17,0.15,0.500238,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),ansu,real,20,1,19,0.05,0.500239,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),arnold,real,20,0,20,0.0,0.500239,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),assif ,real,20,20,0,1.0,0.500236,1e-06,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),baptist,real,20,20,0,1.0,0.500237,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),binisha ,real,20,20,0,1.0,0.500237,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),chettai,real,20,0,20,0.0,0.500239,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),chris,real,20,20,0,1.0,0.500237,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),christian,real,20,18,2,0.9,0.500238,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),col,real,20,6,14,0.3,0.500239,1e-06,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),darwish,real,20,0,20,0.0,0.500241,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),deeps,real,20,0,20,0.0,0.500239,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),denna,real,20,20,0,1.0,0.500238,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),fathima,real,20,20,0,1.0,0.500237,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),jelvin,real,20,0,20,0.0,0.500239,1e-06,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),jennifer,real,20,20,0,1.0,0.500237,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),jissa,real,20,20,0,1.0,0.500237,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),kevin,real,20,0,20,0.0,0.500239,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),lena,real,20,0,20,0.0,0.50024,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),liya,real,20,15,5,0.75,0.500238,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),liyamom,real,20,20,0,1.0,0.500237,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),malu,real,20,0,20,0.0,0.500239,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),nevin,real,20,15,5,0.75,0.500238,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),niranjan,real,20,1,19,0.05,0.500239,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),praveen,real,20,0,20,0.0,0.50024,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),pushpan,real,20,20,0,1.0,0.500237,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),rahul,real,20,9,11,0.45,0.500239,1e-06,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),raju,real,20,0,20,0.0,0.500239,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),rasee,real,20,20,0,1.0,0.500237,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),roshan,real,20,20,0,1.0,0.500238,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),sachin,real,20,13,7,0.65,0.500238,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),salim,real,20,7,13,0.35,0.500238,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),seethu,real,20,2,18,0.1,0.500239,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),shanty,real,20,20,0,1.0,0.500237,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),subu,real,20,20,0,1.0,0.500237,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),teggy,real,20,3,17,0.15,0.500239,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),thomas,real,20,0,20,0.0,0.50024,0.0,fake,0,fake,0
frames_cropped_faces_5src,FFD+F3Net (Ensemble),umesh,real,20,19,1,0.95,0.500238,0.0,real,1,real,1
frames_cropped_faces_5src,FFD+F3Net (Ensemble),yad,real,20,0,20,0.0,0.50024,0.0,fake,0,fake,0
