dataset,detector,video_name,true_label,n_frames,n_correct_frames,n_wrong_frames,frame_accuracy,avg_prob_fake,std_prob_fake,video_pred_by_avg,video_correct_by_avg,video_pred_by_majority,video_correct_by_majority
frames_cropped_faces_10src,FFD,10_4,fake,20,14,6,0.7,0.580515,0.114248,fake,1,fake,1
frames_cropped_faces_10src,FFD,10_40,fake,20,5,15,0.25,0.490301,0.046361,real,0,real,0
frames_cropped_faces_10src,FFD,10_41,fake,20,13,7,0.65,0.541376,0.041468,fake,1,fake,1
frames_cropped_faces_10src,FFD,10_42,fake,20,4,16,0.2,0.478848,0.083748,real,0,real,0
frames_cropped_faces_10src,FFD,10_43,fake,20,8,12,0.4,0.51816,0.040488,fake,1,real,0
frames_cropped_faces_10src,FFD,10_44,fake,20,7,13,0.35,0.515214,0.026015,fake,1,real,0
frames_cropped_faces_10src,FFD,10_45,fake,20,0,20,0.0,0.467756,0.015593,real,0,real,0
frames_cropped_faces_10src,FFD,10_46,fake,20,2,18,0.1,0.460678,0.050681,real,0,real,0
frames_cropped_faces_10src,FFD,10_47,fake,20,13,7,0.65,0.551112,0.051572,fake,1,fake,1
frames_cropped_faces_10src,FFD,10_48,fake,20,0,20,0.0,0.411388,0.049709,real,0,real,0
frames_cropped_faces_10src,FFD,10_49,fake,20,1,19,0.05,0.429495,0.041891,real,0,real,0
frames_cropped_faces_10src,FFD,10_5,fake,20,6,14,0.3,0.516109,0.031457,fake,1,real,0
frames_cropped_faces_10src,FFD,10_50,fake,20,0,20,0.0,0.435403,0.021162,real,0,real,0
frames_cropped_faces_10src,FFD,10_6,fake,20,5,15,0.25,0.503379,0.02142,real,0,real,0
frames_cropped_faces_10src,FFD,10_7,fake,20,1,19,0.05,0.455736,0.054489,real,0,real,0
frames_cropped_faces_10src,FFD,10_8,fake,20,10,10,0.5,0.510474,0.042267,fake,1,fake,1
frames_cropped_faces_10src,FFD,10_9,fake,20,2,18,0.1,0.423433,0.079159,real,0,real,0
frames_cropped_faces_10src,FFD,Ali,real,20,8,12,0.4,0.54584,0.045852,fake,0,fake,0
frames_cropped_faces_10src,FFD,Elizebeth,real,20,20,0,1.0,0.424303,0.026385,real,1,real,1
frames_cropped_faces_10src,FFD,Ganesh,real,20,0,20,0.0,0.58257,0.0276,fake,0,fake,0
frames_cropped_faces_10src,FFD,aji,real,20,5,15,0.25,0.54414,0.028073,fake,0,fake,0
frames_cropped_faces_10src,FFD,akbar,real,20,13,7,0.65,0.501073,0.051875,real,1,real,1
frames_cropped_faces_10src,FFD,akhil,real,20,20,0,1.0,0.458091,0.016428,real,1,real,1
frames_cropped_faces_10src,FFD,akshay,real,20,20,0,1.0,0.449538,0.027419,real,1,real,1
frames_cropped_faces_10src,FFD,alib,real,20,0,20,0.0,0.58682,0.020027,fake,0,fake,0
frames_cropped_faces_10src,FFD,ameen,real,20,1,19,0.05,0.676905,0.089235,fake,0,fake,0
frames_cropped_faces_10src,FFD,ammu,real,20,16,4,0.8,0.48844,0.070744,real,1,real,1
frames_cropped_faces_10src,FFD,anandu,real,20,15,5,0.75,0.492784,0.057425,real,1,real,1
frames_cropped_faces_10src,FFD,anish,real,20,16,4,0.8,0.502469,0.027626,real,1,real,1
frames_cropped_faces_10src,FFD,ansu,real,20,12,8,0.6,0.524004,0.028582,fake,0,real,1
frames_cropped_faces_10src,FFD,arnold,real,20,0,20,0.0,0.653676,0.044235,fake,0,fake,0
frames_cropped_faces_10src,FFD,assif_,real,20,3,17,0.15,0.572529,0.042459,fake,0,fake,0
frames_cropped_faces_10src,FFD,baptist,real,20,11,9,0.55,0.477303,0.120465,real,1,real,1
frames_cropped_faces_10src,FFD,binisha_,real,20,20,0,1.0,0.434889,0.04294,real,1,real,1
frames_cropped_faces_10src,FFD,chettai,real,20,20,0,1.0,0.416289,0.040149,real,1,real,1
frames_cropped_faces_10src,FFD,chris,real,20,8,12,0.4,0.529757,0.024124,fake,0,fake,0
frames_cropped_faces_10src,FFD,christian,real,20,19,1,0.95,0.421769,0.052521,real,1,real,1
frames_cropped_faces_10src,FFD,col,real,20,15,5,0.75,0.484053,0.040797,real,1,real,1
frames_cropped_faces_10src,FFD,darwish,real,20,9,11,0.45,0.5265,0.012952,fake,0,fake,0
frames_cropped_faces_10src,FFD,deeps,real,20,20,0,1.0,0.451268,0.048767,real,1,real,1
frames_cropped_faces_10src,FFD,denna,real,20,14,6,0.7,0.507589,0.032458,fake,0,real,1
frames_cropped_faces_10src,FFD,fathima,real,20,20,0,1.0,0.465981,0.014025,real,1,real,1
frames_cropped_faces_10src,FFD,jelvin,real,20,2,18,0.1,0.624655,0.079943,fake,0,fake,0
frames_cropped_faces_10src,FFD,jennifer,real,20,20,0,1.0,0.479263,0.019121,real,1,real,1
frames_cropped_faces_10src,FFD,jissa,real,20,18,2,0.9,0.472822,0.040076,real,1,real,1
frames_cropped_faces_10src,FFD,kevin,real,20,16,4,0.8,0.497171,0.032448,real,1,real,1
frames_cropped_faces_10src,FFD,lena,real,20,16,4,0.8,0.451159,0.077907,real,1,real,1
frames_cropped_faces_10src,FFD,liya,real,20,20,0,1.0,0.398882,0.021801,real,1,real,1
frames_cropped_faces_10src,FFD,liyamom,real,20,19,1,0.95,0.470743,0.032771,real,1,real,1
frames_cropped_faces_10src,FFD,malu,real,20,1,19,0.05,0.585356,0.034392,fake,0,fake,0
frames_cropped_faces_10src,FFD,nevin,real,20,20,0,1.0,0.424064,0.051597,real,1,real,1
frames_cropped_faces_10src,FFD,niranjan,real,20,20,0,1.0,0.40441,0.034101,real,1,real,1
frames_cropped_faces_10src,FFD,praveen,real,20,13,7,0.65,0.490649,0.05702,real,1,real,1
frames_cropped_faces_10src,FFD,pushpan,real,20,20,0,1.0,0.38067,0.030603,real,1,real,1
frames_cropped_faces_10src,FFD,rahul,real,20,2,18,0.1,0.572614,0.047391,fake,0,fake,0
frames_cropped_faces_10src,FFD,raju,real,20,16,4,0.8,0.441072,0.077767,real,1,real,1
frames_cropped_faces_10src,FFD,rasee,real,20,20,0,1.0,0.415225,0.064677,real,1,real,1
frames_cropped_faces_10src,FFD,roshan,real,20,8,12,0.4,0.533518,0.053349,fake,0,fake,0
frames_cropped_faces_10src,FFD,sachin,real,20,20,0,1.0,0.402296,0.042127,real,1,real,1
frames_cropped_faces_10src,FFD,salim,real,20,14,6,0.7,0.508611,0.034068,fake,0,real,1
frames_cropped_faces_10src,FFD,seethu,real,20,6,14,0.3,0.555761,0.073793,fake,0,fake,0
frames_cropped_faces_10src,FFD,shanty,real,20,18,2,0.9,0.461474,0.050676,real,1,real,1
frames_cropped_faces_10src,FFD,subu,real,20,16,4,0.8,0.452972,0.066957,real,1,real,1
frames_cropped_faces_10src,FFD,teggy,real,20,14,6,0.7,0.500652,0.04262,real,1,real,1
frames_cropped_faces_10src,FFD,thomas,real,20,2,18,0.1,0.626511,0.077196,fake,0,fake,0
frames_cropped_faces_10src,FFD,umesh,real,20,19,1,0.95,0.440948,0.033596,real,1,real,1
frames_cropped_faces_10src,FFD,yad,real,20,10,10,0.5,0.52915,0.024117,fake,0,fake,0
