dataset,detector,video_name,true_label,n_frames,n_correct_frames,n_wrong_frames,frame_accuracy,avg_prob_fake,std_prob_fake,video_pred_by_avg,video_correct_by_avg,video_pred_by_majority,video_correct_by_majority
frames_cropped_faces_1src,Xception,ammu,real,20,0,20,0.0,0.516061,0.002893,fake,0,fake,0
frames_cropped_faces_1src,Xception,anandu,real,20,7,13,0.35,0.509477,0.003615,fake,0,fake,0
frames_cropped_faces_1src,Xception,anish,real,20,17,3,0.85,0.504045,0.004101,real,1,real,1
frames_cropped_faces_1src,Xception,ansu,real,20,20,0,1.0,0.494936,0.003258,real,1,real,1
frames_cropped_faces_1src,Xception,arnold,real,20,16,4,0.8,0.504045,0.004484,real,1,real,1
frames_cropped_faces_1src,Xception,assif ,real,20,12,8,0.6,0.504286,0.007962,real,1,real,1
frames_cropped_faces_1src,Xception,baptist,real,20,15,5,0.75,0.50388,0.005297,real,1,real,1
frames_cropped_faces_1src,Xception,binisha ,real,20,15,5,0.75,0.504757,0.004706,real,1,real,1
frames_cropped_faces_1src,Xception,chettai,real,20,17,3,0.85,0.503948,0.004008,real,1,real,1
frames_cropped_faces_1src,Xception,chris,real,20,20,0,1.0,0.501167,0.002753,real,1,real,1
frames_cropped_faces_1src,Xception,christian,real,20,3,17,0.15,0.5113,0.004193,fake,0,fake,0
frames_cropped_faces_1src,Xception,col,real,20,16,4,0.8,0.499439,0.008461,real,1,real,1
frames_cropped_faces_1src,Xception,darwish,real,20,20,0,1.0,0.487984,0.004115,real,1,real,1
frames_cropped_faces_1src,Xception,deeps,real,20,20,0,1.0,0.49074,0.004561,real,1,real,1
frames_cropped_faces_1src,Xception,denna,real,20,16,4,0.8,0.501544,0.007001,real,1,real,1
frames_cropped_faces_1src,Xception,fathima,real,20,20,0,1.0,0.46626,0.006453,real,1,real,1
frames_cropped_faces_1src,Xception,jelvin,real,20,20,0,1.0,0.492956,0.00536,real,1,real,1
frames_cropped_faces_1src,Xception,jennifer,real,20,4,16,0.2,0.509733,0.00368,fake,0,fake,0
frames_cropped_faces_1src,Xception,jissa,real,20,15,5,0.75,0.504175,0.005806,real,1,real,1
frames_cropped_faces_1src,Xception,kevin,real,20,17,3,0.85,0.502582,0.003979,real,1,real,1
frames_cropped_faces_1src,Xception,lena,real,20,20,0,1.0,0.482225,0.004643,real,1,real,1
frames_cropped_faces_1src,Xception,liya,real,20,17,3,0.85,0.504282,0.003836,real,1,real,1
frames_cropped_faces_1src,Xception,liyamom,real,20,0,20,0.0,0.514888,0.003094,fake,0,fake,0
frames_cropped_faces_1src,Xception,malu,real,20,20,0,1.0,0.491697,0.004805,real,1,real,1
frames_cropped_faces_1src,Xception,nevin,real,20,19,1,0.95,0.499184,0.005192,real,1,real,1
frames_cropped_faces_1src,Xception,niranjan,real,20,14,6,0.7,0.504542,0.004188,real,1,real,1
frames_cropped_faces_1src,Xception,praveen,real,20,20,0,1.0,0.492935,0.003247,real,1,real,1
frames_cropped_faces_1src,Xception,pushpan,real,20,5,15,0.25,0.510136,0.003661,fake,0,fake,0
frames_cropped_faces_1src,Xception,rahul,real,20,18,2,0.9,0.504447,0.003076,real,1,real,1
frames_cropped_faces_1src,Xception,raju,real,20,20,0,1.0,0.483611,0.003935,real,1,real,1
frames_cropped_faces_1src,Xception,rasee,real,20,15,5,0.75,0.504422,0.004592,real,1,real,1
frames_cropped_faces_1src,Xception,roshan,real,20,10,10,0.5,0.50772,0.00318,fake,0,fake,0
frames_cropped_faces_1src,Xception,sachin,real,20,14,6,0.7,0.505583,0.004351,fake,0,real,1
frames_cropped_faces_1src,Xception,salim,real,20,19,1,0.95,0.500331,0.003508,real,1,real,1
frames_cropped_faces_1src,Xception,seethu,real,20,19,1,0.95,0.501104,0.003275,real,1,real,1
frames_cropped_faces_1src,Xception,shanty,real,20,18,2,0.9,0.498929,0.005542,real,1,real,1
frames_cropped_faces_1src,Xception,subu,real,20,20,0,1.0,0.493023,0.005973,real,1,real,1
frames_cropped_faces_1src,Xception,teggy,real,20,20,0,1.0,0.498311,0.005465,real,1,real,1
frames_cropped_faces_1src,Xception,thomas,real,20,20,0,1.0,0.488784,0.003891,real,1,real,1
frames_cropped_faces_1src,Xception,umesh,real,20,5,15,0.25,0.510238,0.004452,fake,0,fake,0
frames_cropped_faces_1src,Xception,yad,real,20,16,4,0.8,0.503523,0.004714,real,1,real,1
