dataset,detector,video_name,true_label,n_frames,n_correct_frames,n_wrong_frames,frame_accuracy,avg_prob_fake,std_prob_fake,video_pred_by_avg,video_correct_by_avg,video_pred_by_majority,video_correct_by_majority
frames_cropped_faces_1src,F3Net,1_32,fake,20,14,6,0.7,0.36526,0.011086,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_33,fake,20,17,3,0.85,0.371716,0.004406,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_34,fake,20,20,0,1.0,0.37776,0.003631,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_35,fake,20,20,0,1.0,0.379499,0.00295,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_36,fake,20,6,14,0.3,0.358395,0.008473,real,0,real,0
frames_cropped_faces_1src,F3Net,1_37,fake,20,0,20,0.0,0.353484,0.004909,real,0,real,0
frames_cropped_faces_1src,F3Net,1_38,fake,20,20,0,1.0,0.381452,0.002479,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_39,fake,20,20,0,1.0,0.370576,0.003003,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_4,fake,20,20,0,1.0,0.378988,0.004791,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_40,fake,20,12,8,0.6,0.365363,0.004378,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_41,fake,20,20,0,1.0,0.374591,0.003502,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_42,fake,20,0,20,0.0,0.345177,0.006478,real,0,real,0
frames_cropped_faces_1src,F3Net,1_43,fake,20,13,7,0.65,0.36483,0.004171,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_44,fake,20,20,0,1.0,0.375567,0.003299,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_45,fake,20,0,20,0.0,0.326299,0.0186,real,0,real,0
frames_cropped_faces_1src,F3Net,1_46,fake,20,20,0,1.0,0.381288,0.003227,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_47,fake,20,19,1,0.95,0.36999,0.004479,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_48,fake,20,20,0,1.0,0.379243,0.002426,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_49,fake,20,16,4,0.8,0.367477,0.005284,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_5,fake,20,20,0,1.0,0.377038,0.003572,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_50,fake,20,1,19,0.05,0.35156,0.011703,real,0,real,0
frames_cropped_faces_1src,F3Net,1_6,fake,20,20,0,1.0,0.378994,0.004371,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_7,fake,20,13,7,0.65,0.365206,0.0048,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_8,fake,20,12,8,0.6,0.365407,0.008505,fake,1,fake,1
frames_cropped_faces_1src,F3Net,1_9,fake,20,2,18,0.1,0.360493,0.003657,real,0,real,0
frames_cropped_faces_1src,F3Net,Ali,real,20,19,1,0.95,0.354924,0.004067,real,1,real,1
frames_cropped_faces_1src,F3Net,Elizebeth,real,20,20,0,1.0,0.345476,0.003781,real,1,real,1
frames_cropped_faces_1src,F3Net,Ganesh,real,20,0,20,0.0,0.376825,0.003936,fake,0,fake,0
frames_cropped_faces_1src,F3Net,aji,real,20,20,0,1.0,0.331107,0.006356,real,1,real,1
frames_cropped_faces_1src,F3Net,akbar,real,20,20,0,1.0,0.335964,0.008225,real,1,real,1
frames_cropped_faces_1src,F3Net,akhil,real,20,20,0,1.0,0.312866,0.006303,real,1,real,1
frames_cropped_faces_1src,F3Net,akshay,real,20,20,0,1.0,0.295083,0.013479,real,1,real,1
frames_cropped_faces_1src,F3Net,alib,real,20,3,17,0.15,0.369389,0.004454,fake,0,fake,0
frames_cropped_faces_1src,F3Net,ameen,real,20,20,0,1.0,0.287612,0.015841,real,1,real,1
frames_cropped_faces_1src,F3Net,ammu,real,20,0,20,0.0,0.374323,0.004482,fake,0,fake,0
frames_cropped_faces_1src,F3Net,anandu,real,20,20,0,1.0,0.354876,0.003914,real,1,real,1
frames_cropped_faces_1src,F3Net,anish,real,20,4,16,0.2,0.369401,0.005078,fake,0,fake,0
frames_cropped_faces_1src,F3Net,ansu,real,20,9,11,0.45,0.364988,0.004042,fake,0,fake,0
frames_cropped_faces_1src,F3Net,arnold,real,20,15,5,0.75,0.360476,0.006011,real,1,real,1
frames_cropped_faces_1src,F3Net,assif ,real,20,16,4,0.8,0.355655,0.007999,real,1,real,1
frames_cropped_faces_1src,F3Net,baptist,real,20,15,5,0.75,0.359207,0.00906,real,1,real,1
frames_cropped_faces_1src,F3Net,binisha ,real,20,12,8,0.6,0.360694,0.005894,real,1,real,1
frames_cropped_faces_1src,F3Net,chettai,real,20,20,0,1.0,0.354958,0.004379,real,1,real,1
frames_cropped_faces_1src,F3Net,chris,real,20,17,3,0.85,0.360373,0.00444,real,1,real,1
frames_cropped_faces_1src,F3Net,christian,real,20,1,19,0.05,0.372743,0.004692,fake,0,fake,0
frames_cropped_faces_1src,F3Net,col,real,20,18,2,0.9,0.349879,0.014139,real,1,real,1
frames_cropped_faces_1src,F3Net,darwish,real,20,16,4,0.8,0.35919,0.005362,real,1,real,1
frames_cropped_faces_1src,F3Net,deeps,real,20,20,0,1.0,0.344441,0.005275,real,1,real,1
frames_cropped_faces_1src,F3Net,denna,real,20,3,17,0.15,0.369891,0.005137,fake,0,fake,0
frames_cropped_faces_1src,F3Net,fathima,real,20,20,0,1.0,0.269636,0.010133,real,1,real,1
frames_cropped_faces_1src,F3Net,jelvin,real,20,19,1,0.95,0.354989,0.004653,real,1,real,1
frames_cropped_faces_1src,F3Net,jennifer,real,20,4,16,0.2,0.37073,0.005192,fake,0,fake,0
frames_cropped_faces_1src,F3Net,jissa,real,20,11,9,0.55,0.365192,0.00549,fake,0,real,1
frames_cropped_faces_1src,F3Net,kevin,real,20,6,14,0.3,0.366072,0.005249,fake,0,fake,0
frames_cropped_faces_1src,F3Net,lena,real,20,20,0,1.0,0.326903,0.004851,real,1,real,1
frames_cropped_faces_1src,F3Net,liya,real,20,6,14,0.3,0.367279,0.004153,fake,0,fake,0
frames_cropped_faces_1src,F3Net,liyamom,real,20,0,20,0.0,0.379789,0.003293,fake,0,fake,0
frames_cropped_faces_1src,F3Net,malu,real,20,9,11,0.45,0.363298,0.006701,fake,0,fake,0
frames_cropped_faces_1src,F3Net,nevin,real,20,20,0,1.0,0.349189,0.005146,real,1,real,1
frames_cropped_faces_1src,F3Net,niranjan,real,20,2,18,0.1,0.369479,0.00371,fake,0,fake,0
frames_cropped_faces_1src,F3Net,praveen,real,20,20,0,1.0,0.345489,0.004299,real,1,real,1
frames_cropped_faces_1src,F3Net,pushpan,real,20,0,20,0.0,0.373302,0.003501,fake,0,fake,0
frames_cropped_faces_1src,F3Net,rahul,real,20,0,20,0.0,0.374111,0.006731,fake,0,fake,0
frames_cropped_faces_1src,F3Net,raju,real,20,20,0,1.0,0.337,0.005408,real,1,real,1
frames_cropped_faces_1src,F3Net,rasee,real,20,20,0,1.0,0.346547,0.006047,real,1,real,1
frames_cropped_faces_1src,F3Net,roshan,real,20,12,8,0.6,0.364336,0.003451,fake,0,real,1
frames_cropped_faces_1src,F3Net,sachin,real,20,0,20,0.0,0.372312,0.003482,fake,0,fake,0
frames_cropped_faces_1src,F3Net,salim,real,20,0,20,0.0,0.371893,0.002689,fake,0,fake,0
frames_cropped_faces_1src,F3Net,seethu,real,20,9,11,0.45,0.364105,0.007023,fake,0,fake,0
frames_cropped_faces_1src,F3Net,shanty,real,20,20,0,1.0,0.347851,0.008099,real,1,real,1
frames_cropped_faces_1src,F3Net,subu,real,20,20,0,1.0,0.33495,0.010726,real,1,real,1
frames_cropped_faces_1src,F3Net,teggy,real,20,20,0,1.0,0.346811,0.006407,real,1,real,1
frames_cropped_faces_1src,F3Net,thomas,real,20,20,0,1.0,0.338912,0.004377,real,1,real,1
frames_cropped_faces_1src,F3Net,umesh,real,20,1,19,0.05,0.372572,0.00475,fake,0,fake,0
frames_cropped_faces_1src,F3Net,yad,real,20,19,1,0.95,0.359952,0.003639,real,1,real,1
